4.369879000000000246e+01,7.283929999999999794e+00
4.369890000000000185e+01,7.283750000000000391e+00
4.369919999999999760e+01,7.283290000000000042e+00
4.369928999999999775e+01,7.283150000000000013e+00
4.369939000000000107e+01,7.282989999999999853e+00
4.369991999999999877e+01,7.282149999999999679e+00
4.369995000000000118e+01,7.282099999999999795e+00
4.369998999999999967e+01,7.282029999999999781e+00
4.370000999999999891e+01,7.282000000000000028e+00
4.370053000000000054e+01,7.281139999999999723e+00
4.370062000000000069e+01,7.281010000000000204e+00
4.370067999999999842e+01,7.280890000000000306e+00
4.370069000000000159e+01,7.280859999999999665e+00
4.369512999999999892e+01,7.269090000000000273e+00
4.369514999999999816e+01,7.268909999999999982e+00
4.369512999999999892e+01,7.268290000000000362e+00
4.369509999999999650e+01,7.267839999999999634e+00
4.369509000000000043e+01,7.267450000000000188e+00
4.369503999999999877e+01,7.266569999999999752e+00
4.369503999999999877e+01,7.266530000000000378e+00
4.369503999999999877e+01,7.266479999999999606e+00
4.369503000000000270e+01,7.266370000000000218e+00
4.369503000000000270e+01,7.266180000000000305e+00
4.369501999999999953e+01,7.266079999999999650e+00
4.369689999999999941e+01,7.279560000000000031e+00
4.369686000000000092e+01,7.279829999999999579e+00
4.369682999999999851e+01,7.280070000000000263e+00
4.369679000000000002e+01,7.280310000000000059e+00
4.369675000000000153e+01,7.280569999999999986e+00
4.369673999999999836e+01,7.280689999999999884e+00
4.369673999999999836e+01,7.280829999999999913e+00
4.369677000000000078e+01,7.281039999999999957e+00
4.369686999999999699e+01,7.281349999999999767e+00
4.369688000000000017e+01,7.281369999999999898e+00
4.369691000000000258e+01,7.281399999999999650e+00
4.369700000000000273e+01,7.281480000000000175e+00
4.370573999999999870e+01,7.264710000000000001e+00
4.370553000000000310e+01,7.264730000000000132e+00
4.370539000000000129e+01,7.264700000000000379e+00
4.370611000000000246e+01,7.264479999999999826e+00
4.370606999999999687e+01,7.264499999999999957e+00
4.370062000000000069e+01,7.267920000000000158e+00
4.370058999999999827e+01,7.267830000000000013e+00
4.370051999999999737e+01,7.267649999999999721e+00
4.370049999999999812e+01,7.267590000000000217e+00
4.370022999999999769e+01,7.266829999999999679e+00
4.370015000000000072e+01,7.266709999999999781e+00
4.370009999999999906e+01,7.266560000000000130e+00
4.369997999999999649e+01,7.266219999999999679e+00
4.369995999999999725e+01,7.266140000000000043e+00
4.369989000000000345e+01,7.265950000000000131e+00
4.369960999999999984e+01,7.265080000000000204e+00
4.369960999999999984e+01,7.265060000000000073e+00
4.369959000000000060e+01,7.265010000000000190e+00
4.369953000000000287e+01,7.264820000000000277e+00
4.369950000000000045e+01,7.264730000000000132e+00
4.369935999999999865e+01,7.264230000000000409e+00
4.369913999999999987e+01,7.263289999999999580e+00
4.369899999999999807e+01,7.262590000000000323e+00
4.369897999999999882e+01,7.262480000000000047e+00
4.369897000000000276e+01,7.262430000000000163e+00
4.369870000000000232e+01,7.261330000000000062e+00
4.369868000000000308e+01,7.261269999999999669e+00
4.369866999999999990e+01,7.261210000000000164e+00
4.369865999999999673e+01,7.261149999999999771e+00
4.369843000000000188e+01,7.260139999999999816e+00
4.369841000000000264e+01,7.260069999999999801e+00
4.369301999999999708e+01,7.284939999999999749e+00
4.369295999999999935e+01,7.285020000000000273e+00
4.369286999999999921e+01,7.284830000000000361e+00
4.369290999999999769e+01,7.284720000000000084e+00
4.369304999999999950e+01,7.284519999999999662e+00
4.369449999999999790e+01,7.283190000000000275e+00
4.369512000000000285e+01,7.283400000000000318e+00
4.369541000000000253e+01,7.283500000000000085e+00
4.369563000000000130e+01,7.283540000000000347e+00
4.369592999999999705e+01,7.283579999999999721e+00
4.369610999999999734e+01,7.283619999999999983e+00
4.369624000000000308e+01,7.283710000000000129e+00
4.369651999999999958e+01,7.283760000000000012e+00
4.369664999999999822e+01,7.283780000000000143e+00
4.369671000000000305e+01,7.283730000000000260e+00
4.369686000000000092e+01,7.283750000000000391e+00
4.369700999999999880e+01,7.283780000000000143e+00
4.369818999999999676e+01,7.284019999999999939e+00
4.369823000000000235e+01,7.284040000000000070e+00
4.369825999999999766e+01,7.284080000000000332e+00
4.369827000000000083e+01,7.284139999999999837e+00
4.369827999999999690e+01,7.284200000000000230e+00
4.369823000000000235e+01,7.284799999999999720e+00
4.369816999999999751e+01,7.285350000000000215e+00
4.369810999999999979e+01,7.286100000000000243e+00
4.369809999999999661e+01,7.286170000000000258e+00
4.369807000000000130e+01,7.286209999999999631e+00
4.369803000000000281e+01,7.286229999999999762e+00
4.369798999999999722e+01,7.286229999999999762e+00
4.369709999999999894e+01,7.286080000000000112e+00
4.369688000000000017e+01,7.285999999999999588e+00
4.369677999999999685e+01,7.285969999999999835e+00
4.369660999999999973e+01,7.285929999999999573e+00
4.369543000000000177e+01,7.285739999999999661e+00
4.369534999999999769e+01,7.285730000000000040e+00
4.369507999999999726e+01,7.285669999999999646e+00
4.369498000000000104e+01,7.285669999999999646e+00
4.369492999999999938e+01,7.285689999999999777e+00
4.369476999999999833e+01,7.285790000000000433e+00
4.369471999999999667e+01,7.285829999999999806e+00
4.369462000000000046e+01,7.285840000000000316e+00
4.369436999999999927e+01,7.285849999999999937e+00
4.369429000000000229e+01,7.285859999999999559e+00
4.369418999999999897e+01,7.285929999999999573e+00
4.369415000000000049e+01,7.285989999999999966e+00
4.369333999999999918e+01,7.282009999999999650e+00
4.369328999999999752e+01,7.282070000000000043e+00
4.369319999999999737e+01,7.282499999999999751e+00
4.369297999999999860e+01,7.283529999999999838e+00
4.369290999999999769e+01,7.284139999999999837e+00
4.369277000000000299e+01,7.284769999999999968e+00
4.369274000000000058e+01,7.284880000000000244e+00
4.369259000000000270e+01,7.285239999999999938e+00
4.369238000000000000e+01,7.285650000000000404e+00
4.369214999999999804e+01,7.286129999999999995e+00
4.369209000000000032e+01,7.286249999999999893e+00
4.369062999999999874e+01,7.288100000000000023e+00
4.369648000000000110e+01,7.271840000000000082e+00
4.369655000000000200e+01,7.271189999999999820e+00
4.369655000000000200e+01,7.271119999999999806e+00
4.369651999999999958e+01,7.271090000000000053e+00
4.369424000000000063e+01,7.279029999999999667e+00
4.369415000000000049e+01,7.279080000000000439e+00
4.369402999999999793e+01,7.279110000000000191e+00
4.369380999999999915e+01,7.279119999999999813e+00
4.369373000000000218e+01,7.279149999999999565e+00
4.369366000000000128e+01,7.279200000000000337e+00
4.369360999999999962e+01,7.279289999999999594e+00
4.369355999999999796e+01,7.279539999999999900e+00
4.369335999999999842e+01,7.280109999999999637e+00
4.369317999999999813e+01,7.280630000000000379e+00
4.369313999999999965e+01,7.280770000000000408e+00
4.369312000000000040e+01,7.280940000000000190e+00
4.369312000000000040e+01,7.281159999999999854e+00
4.369317999999999813e+01,7.281380000000000408e+00
4.369559000000000282e+01,7.283350000000000435e+00
4.369574000000000069e+01,7.283380000000000187e+00
4.369610999999999734e+01,7.283450000000000202e+00
4.369662000000000290e+01,7.283529999999999838e+00
4.369671999999999912e+01,7.283540000000000347e+00
4.369675000000000153e+01,7.283540000000000347e+00
4.369702999999999804e+01,7.283559999999999590e+00
4.369745999999999952e+01,7.283640000000000114e+00
4.369753000000000043e+01,7.283649999999999736e+00
4.369809000000000054e+01,7.283730000000000260e+00
